DATAFLOW,FREQ: Frequency,GEO: Geographical Region,AGE: Age Group,SEX: Sex,TIME_PERIOD: Time Period,OBS_VALUE,CONF_STATUS: Confidentiality Status,OBS_STATUS: Observation Status,OBS_COMMENT: Observation Comment
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y15T64: 15 - 64 years,F: Females,2020,152654,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y15T64: 15 - 64 years,F: Females,2021,152556,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y15T64: 15 - 64 years,F: Females,2022,157957,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y15T64: 15 - 64 years,F: Females,2023,163680,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y50T54: 50 - 54 years,M: Males,2018,13305,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y50T54: 50 - 54 years,M: Males,2019,13684,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y50T54: 50 - 54 years,M: Males,2020,13876,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y50T54: 50 - 54 years,M: Males,2021,14285,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y50T54: 50 - 54 years,M: Males,2022,15110,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y50T54: 50 - 54 years,M: Males,2023,15689,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y55T59: 55 - 59 years,M: Males,2018,14470,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y55T59: 55 - 59 years,M: Males,2019,14580,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y55T59: 55 - 59 years,M: Males,2020,14169,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y55T59: 55 - 59 years,M: Males,2021,13743,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y55T59: 55 - 59 years,M: Males,2022,13434,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y55T59: 55 - 59 years,M: Males,2023,13516,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y75T79: 75 - 79 years,F: Females,2018,7072,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y75T79: 75 - 79 years,F: Females,2019,7910,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y75T79: 75 - 79 years,F: Females,2020,8766,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y75T79: 75 - 79 years,F: Females,2021,9883,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y75T79: 75 - 79 years,F: Females,2022,11243,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y75T79: 75 - 79 years,F: Females,2023,12055,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y65T69: 65 - 69 years,M: Males,2018,1232,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y65T69: 65 - 69 years,M: Males,2019,1250,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y65T69: 65 - 69 years,M: Males,2020,1239,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y65T69: 65 - 69 years,M: Males,2021,1312,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y65T69: 65 - 69 years,M: Males,2022,1308,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y65T69: 65 - 69 years,M: Males,2023,1346,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y70T74: 70 - 74 years,M: Males,2018,1138,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y70T74: 70 - 74 years,M: Males,2019,1184,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y70T74: 70 - 74 years,M: Males,2020,1184,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y70T74: 70 - 74 years,M: Males,2021,1202,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y70T74: 70 - 74 years,M: Males,2022,1212,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y70T74: 70 - 74 years,M: Males,2023,1186,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y50T54: 50 - 54 years,F: Females,2018,13728,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y50T54: 50 - 54 years,F: Females,2019,13788,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y50T54: 50 - 54 years,F: Females,2020,13812,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y50T54: 50 - 54 years,F: Females,2021,14166,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y50T54: 50 - 54 years,F: Females,2022,14718,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y50T54: 50 - 54 years,F: Females,2023,15205,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y55T59: 55 - 59 years,T: Total,2018,31159,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y55T59: 55 - 59 years,T: Total,2019,31097,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y55T59: 55 - 59 years,T: Total,2020,30196,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y55T59: 55 - 59 years,T: Total,2021,29353,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y55T59: 55 - 59 years,T: Total,2022,28686,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y55T59: 55 - 59 years,T: Total,2023,28682,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y65T69: 65 - 69 years,M: Males,2018,14110,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y65T69: 65 - 69 years,M: Males,2019,14016,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y65T69: 65 - 69 years,M: Males,2020,13951,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y65T69: 65 - 69 years,M: Males,2021,14196,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y65T69: 65 - 69 years,M: Males,2022,14536,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y65T69: 65 - 69 years,M: Males,2023,14753,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y25T29: 25 - 29 years,F: Females,2018,19841,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y25T29: 25 - 29 years,F: Females,2019,20456,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y25T29: 25 - 29 years,F: Females,2020,19557,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y25T29: 25 - 29 years,F: Females,2021,19030,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y25T29: 25 - 29 years,F: Females,2022,19862,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y25T29: 25 - 29 years,F: Females,2023,20828,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y30T34: 30 - 34 years,T: Total,2018,42644,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y30T34: 30 - 34 years,T: Total,2019,46992,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y30T34: 30 - 34 years,T: Total,2020,47715,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y30T34: 30 - 34 years,T: Total,2021,48553,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y30T34: 30 - 34 years,T: Total,2022,52843,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y30T34: 30 - 34 years,T: Total,2023,56779,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y35T39: 35 - 39 years,F: Females,2018,18672,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y35T39: 35 - 39 years,F: Females,2019,19776,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y35T39: 35 - 39 years,F: Females,2020,20097,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y35T39: 35 - 39 years,F: Females,2021,20384,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y35T39: 35 - 39 years,F: Females,2022,21192,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y35T39: 35 - 39 years,F: Females,2023,22648,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y40T44: 40 - 44 years,T: Total,2018,36106,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y40T44: 40 - 44 years,T: Total,2019,38868,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y40T44: 40 - 44 years,T: Total,2020,39723,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y40T44: 40 - 44 years,T: Total,2021,40440,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y40T44: 40 - 44 years,T: Total,2022,43183,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y40T44: 40 - 44 years,T: Total,2023,45652,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y55T59: 55 - 59 years,M: Males,2018,15858,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y55T59: 55 - 59 years,M: Males,2019,16025,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y55T59: 55 - 59 years,M: Males,2020,15592,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y55T59: 55 - 59 years,M: Males,2021,15167,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y55T59: 55 - 59 years,M: Males,2022,14789,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y55T59: 55 - 59 years,M: Males,2023,14790,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y5T9: 5 - 9 years,F: Females,2018,10944,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y5T9: 5 - 9 years,F: Females,2019,11021,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y5T9: 5 - 9 years,F: Females,2020,11079,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y5T9: 5 - 9 years,F: Females,2021,10995,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y5T9: 5 - 9 years,F: Females,2022,11119,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y5T9: 5 - 9 years,F: Females,2023,11419,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y10T14: 10 - 14 years,T: Total,2018,21483,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y10T14: 10 - 14 years,T: Total,2019,22073,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y10T14: 10 - 14 years,T: Total,2020,22150,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y10T14: 10 - 14 years,T: Total,2021,22577,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y10T14: 10 - 14 years,T: Total,2022,23187,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y10T14: 10 - 14 years,T: Total,2023,23293,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T64: 15 - 64 years,F: Females,2018,159460,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T64: 15 - 64 years,F: Females,2019,165120,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T64: 15 - 64 years,F: Females,2020,164412,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T64: 15 - 64 years,F: Females,2021,164417,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T64: 15 - 64 years,F: Females,2022,169877,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T64: 15 - 64 years,F: Females,2023,175743,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T19: 15 - 19 years,T: Total,2018,23555,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T19: 15 - 19 years,T: Total,2019,23553,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T19: 15 - 19 years,T: Total,2020,22367,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T19: 15 - 19 years,T: Total,2021,22200,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T19: 15 - 19 years,T: Total,2022,22441,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y15T19: 15 - 19 years,T: Total,2023,22632,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y20T24: 20 - 24 years,F: Females,2018,14142,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y20T24: 20 - 24 years,F: Females,2019,14341,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y20T24: 20 - 24 years,F: Females,2020,13753,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y20T24: 20 - 24 years,F: Females,2021,13207,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y20T24: 20 - 24 years,F: Females,2022,13713,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y20T24: 20 - 24 years,F: Females,2023,14179,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y25T29: 25 - 29 years,T: Total,2018,41939,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y25T29: 25 - 29 years,T: Total,2019,44773,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y25T29: 25 - 29 years,T: Total,2020,43550,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y25T29: 25 - 29 years,T: Total,2021,42987,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y25T29: 25 - 29 years,T: Total,2022,46662,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT00: Maltese Islands,Y25T29: 25 - 29 years,T: Total,2023,50672,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,_T: Total,F: Females,2018,223144,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,_T: Total,F: Females,2019,229991,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,_T: Total,F: Females,2020,229907,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,_T: Total,F: Females,2021,230844,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,_T: Total,F: Females,2022,238106,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,_T: Total,F: Females,2023,245259,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y0T14: 0 - 14 years,T: Total,2018,62022,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y0T14: 0 - 14 years,T: Total,2019,63195,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y0T14: 0 - 14 years,T: Total,2020,63008,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y0T14: 0 - 14 years,T: Total,2021,62841,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y0T14: 0 - 14 years,T: Total,2022,63894,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y0T14: 0 - 14 years,T: Total,2023,64381,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,T: Total,2018,20991,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,T: Total,2019,21323,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,T: Total,2020,21404,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,T: Total,2021,21252,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,T: Total,2022,21548,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y5T9: 5 - 9 years,T: Total,2023,22046,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,F: Females,2018,13897,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,F: Females,2019,14114,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,F: Females,2020,14194,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,F: Females,2021,14018,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,F: Females,2022,13981,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y60T64: 60 - 64 years,F: Females,2023,13733,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y70T74: 70 - 74 years,T: Total,2018,25276,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y70T74: 70 - 74 years,T: Total,2019,25411,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y70T74: 70 - 74 years,T: Total,2020,25672,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y70T74: 70 - 74 years,T: Total,2021,25309,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y70T74: 70 - 74 years,T: Total,2022,24884,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT001: Malta,Y70T74: 70 - 74 years,T: Total,2023,24389,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,_T: Total,T: Total,2018,35896,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,_T: Total,T: Total,2019,37832,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,_T: Total,T: Total,2020,38407,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,_T: Total,T: Total,2021,39267,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,_T: Total,T: Total,2022,40191,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,_T: Total,T: Total,2023,40926,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,M: Males,2018,1248,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,M: Males,2019,1422,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,M: Males,2020,1494,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,M: Males,2021,1587,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,M: Males,2022,1680,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,M: Males,2023,1785,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,F: Females,2018,1058,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,F: Females,2019,1156,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,F: Females,2020,1245,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,F: Females,2021,1317,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,F: Females,2022,1339,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y35T39: 35 - 39 years,F: Females,2023,1418,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y60T64: 60 - 64 years,T: Total,2018,2583,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y60T64: 60 - 64 years,T: Total,2019,2722,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y60T64: 60 - 64 years,T: Total,2020,2807,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y60T64: 60 - 64 years,T: Total,2021,2919,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y60T64: 60 - 64 years,T: Total,2022,2931,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT002: Gozo,Y60T64: 60 - 64 years,T: Total,2023,2909,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y10T14: 10 - 14 years,M: Males,2018,11174,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y10T14: 10 - 14 years,M: Males,2019,11467,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y10T14: 10 - 14 years,M: Males,2020,11484,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y10T14: 10 - 14 years,M: Males,2021,11650,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y10T14: 10 - 14 years,M: Males,2022,11915,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y10T14: 10 - 14 years,M: Males,2023,12008,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y30T34: 30 - 34 years,F: Females,2018,19860,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y30T34: 30 - 34 years,F: Females,2019,21594,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y30T34: 30 - 34 years,F: Females,2020,22011,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y30T34: 30 - 34 years,F: Females,2021,22217,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y30T34: 30 - 34 years,F: Females,2022,23390,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y30T34: 30 - 34 years,F: Females,2023,24521,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y85T89: 85 - 89 years,M: Males,2018,2104,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y85T89: 85 - 89 years,M: Males,2019,2244,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y85T89: 85 - 89 years,M: Males,2020,2400,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y85T89: 85 - 89 years,M: Males,2021,2568,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y85T89: 85 - 89 years,M: Males,2022,2725,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT: Maltese Islands,Y85T89: 85 - 89 years,M: Males,2023,2850,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y10T14: 10 - 14 years,M: Males,2018,11174,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y10T14: 10 - 14 years,M: Males,2019,11467,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y10T14: 10 - 14 years,M: Males,2020,11484,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y10T14: 10 - 14 years,M: Males,2021,11650,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y10T14: 10 - 14 years,M: Males,2022,11915,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y10T14: 10 - 14 years,M: Males,2023,12008,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y15T19: 15 - 19 years,F: Females,2018,11045,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y15T19: 15 - 19 years,F: Females,2019,11027,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y15T19: 15 - 19 years,F: Females,2020,10503,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y15T19: 15 - 19 years,F: Females,2021,10503,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y15T19: 15 - 19 years,F: Females,2022,10690,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y15T19: 15 - 19 years,F: Females,2023,10750,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,T: Total,2018,31208,,,
ESTAT:DF_POPSTAT_02R(1.0),A: Annual,MT0: Maltese Islands,Y20T24: 20 - 24 years,T: Total,2019,32284,,,
